0.201778	0.385989	0.0001	0.0001	0.435548	1.08911	0.359997	0.600041	-4.80025	0.0016588
0.218856	0.684229	0.244003	4.26063	0.218966	0.686146	0.119984	0.600207	-4.80057	0.00497648
-0.197578	0.770033	-7.71019	2.6078	0.504531	1.73286	-0.120044	0.600581	-4.801	0.00995308
-0.438366	0.741117	-4.45275	1.72102	-0.306645	0.557228	-0.360093	0.601244	-4.80155	0.0165887
-0.670316	0.603479	-3.97927	1.25976	0.570266	2.40709	-0.60017	0.602281	-4.80221	0.0248832
-0.864803	0.647968	-3.94801	1.21684	-0.920801	0.498185	-0.840279	0.603774	-4.80296	0.0348368
-1.12298	0.677395	-4.37647	1.01418	1.1499	2.62382	-1.08042	0.605806	-4.8038	0.0464493
-1.31638	0.708255	-4.28295	0.997527	-1.21709	0.564086	-1.32061	0.608459	-4.80472	0.0597206
-1.53797	0.709277	-4.32493	0.74227	1.43215	2.73564	-1.56084	0.611818	-4.8057	0.0746505
-1.70464	0.728622	-4.18839	0.760683	-1.46626	0.627215	-1.80112	0.615965	-4.80673	0.0912385
-1.95581	0.717815	-4.44304	0.539057	1.85823	2.82021	-2.04145	0.620982	-4.80778	0.109484
-2.19615	0.750781	-4.48305	0.539659	-2.28461	0.787442	-2.28182	0.626953	-4.80884	0.129387
-2.48274	0.656361	-4.76227	0.00432124	2.54514	2.9573	-2.52225	0.63396	-4.80989	0.150946
-2.72554	0.683341	-4.75932	0.107137	-2.7473	0.847233	-2.76273	0.642086	-4.81089	0.174159
-2.98674	0.698735	-4.75754	0.1154	3.75812	2.90915	-3.00325	0.651414	-4.81184	0.199026
-3.23789	0.733401	-4.77418	0.216296	-3.30883	0.881059	-3.24381	0.662026	-4.8127	0.225545
-3.48411	0.702941	-4.79433	0.0585975	3.5252	2.96676	-3.48441	0.674004	-4.81344	0.253712
-3.73296	0.646897	-4.82666	-0.159399	-3.76347	0.400296	-3.72504	0.687432	-4.81403	0.283526
-3.97127	0.68366	-4.89099	0.0128547	3.87038	2.94439	-3.9657	0.702391	-4.81445	0.314984
-4.25387	0.629095	-4.9702	-0.193218	-4.43196	0.438228	-4.20636	0.718963	-4.81465	0.348081
-4.49549	0.622403	-4.95637	-0.180984	4.40269	3.00178	-4.44703	0.73723	-4.81461	0.382812
-4.7374	0.677436	-4.93764	0.0347	-4.72477	0.881914	-4.68769	0.757274	-4.81428	0.419174
-4.9634	0.74448	-4.96686	0.264793	4.50768	2.95175	-4.92832	0.779176	-4.81363	0.45716
-5.22472	0.745621	-4.99197	0.222493	-5.28802	0.714213	-5.1689	0.803017	-4.81263	0.496763
-5.48972	0.72589	-5.10643	0.131799	5.50876	3.03022	-5.40943	0.828877	-4.81122	0.537976
-5.71093	0.822482	-5.03184	0.421709	-5.5629	1.05194	-5.64986	0.856837	-4.80937	0.580791
-5.94048	0.913194	-4.77509	0.614018	6.42089	2.94326	-5.8902	0.886977	-4.80703	0.625197
-6.13177	0.931936	-4.69031	0.587517	-5.88309	0.886	-6.1304	0.919375	-4.80415	0.671184
-6.38308	0.973646	-4.96727	0.659093	6.02698	2.98427	-6.37044	0.954111	-4.8007	0.718741
-6.65365	0.967725	-5.01445	0.537879	-6.75307	0.884443	-6.61028	0.991262	-4.79662	0.767854
-6.89392	0.994464	-5.00983	0.541619	6.69002	2.99732	-6.84991	1.03091	-4.79187	0.818509
-7.1342	1.08812	-4.98057	0.740235	-7.10876	1.23352	-7.08928	1.07312	-4.78638	0.87069
-7.3852	1.07639	-4.92547	0.585554	7.57562	3.03104	-7.32835	1.11798	-4.78012	0.92438
-7.61922	1.12156	-4.9004	0.634134	-7.56319	1.15044	-7.56709	1.16556	-4.77304	0.979561
-7.83553	1.15726	-4.83946	0.649943	7.33714	2.98899	-7.80545	1.21593	-4.76506	1.03621
-8.06534	1.18818	-4.81748	0.647523	-8.00209	1.17936	-8.04339	1.26918	-4.75615	1.09431
-8.29855	1.29671	-4.85513	0.87852	8.26102	2.92874	-8.28085	1.32536	-4.74625	1.15383
-8.53087	1.3296	-4.83773	0.848778	-8.47207	1.30248	-8.51779	1.38455	-4.7353	1.21475
-8.7398	1.36025	-4.49329	0.775024	9.05363	2.99137	-8.75416	1.44681	-4.72324	1.27704
-8.96083	1.46148	-4.47657	0.952208	-8.97275	1.58275	-8.98989	1.51223	-4.71002	1.34067
-9.19905	1.48682	-4.73096	0.923979	8.79922	3.00192	-9.22493	1.58085	-4.69558	1.40561
-9.45806	1.50138	-4.77755	0.831484	-9.55672	1.45188	-9.45921	1.65276	-4.67987	1.47183
-9.70975	1.49874	-4.90604	0.720001	9.62177	3.02687	-9.69268	1.728	-4.66282	1.53929
-9.98438	1.64371	-4.94193	1.01891	-10.1925	1.86579	-9.92526	1.80665	-4.64437	1.60795
-10.204	1.77287	-4.78808	1.22811	10.3421	2.89756	-10.1569	1.88875	-4.62448	1.67776
-10.4008	1.87335	-4.7037	1.34322	-10.2047	1.92272	-10.3875	1.97438	-4.60307	1.7487
-10.659	1.96508	-4.87924	1.43378	10.9622	2.94265	-10.6169	2.06357	-4.58009	1.82071
-10.8953	2.01745	-4.86868	1.382	-10.8445	1.97723	-10.8452	2.15639	-4.55549	1.89375
-11.1205	2.11007	-4.81563	1.4477	11.0703	2.929	-11.0722	2.25288	-4.52921	1.96776
-11.3042	2.2708	-4.69349	1.69928	-11.0683	2.3968	-11.2979	2.35309	-4.50118	2.04269
-11.5448	2.35397	-4.71294	1.69494	11.8737	2.94348	-11.5221	2.45707	-4.47136	2.11849
-11.7782	2.50292	-4.69531	1.86972	-11.81	2.61859	-11.7448	2.56486	-4.43968	2.1951
-12.0325	2.62433	-4.82669	1.96523	12.5158	2.90505	-11.9658	2.6765	-4.4061	2.27246
-12.2751	2.75959	-4.82069	2.06491	-12.3079	2.82794	-12.1851	2.79202	-4.37055	2.35051
-12.5129	2.83411	-4.72927	1.96519	12.9372	2.94609	-12.4026	2.91145	-4.333	2.42918
-12.7219	3.00686	-4.66088	2.17089	-12.6407	3.12177	-12.6182	3.03483	-4.29338	2.5084
-12.9454	3.12925	-4.61301	2.20384	13.2751	2.88721	-12.8317	3.16218	-4.25165	2.5881
-13.1384	3.31619	-4.52452	2.41683	-13.0124	3.4261	-13.0431	3.29353	-4.20776	2.66821
-13.3285	3.41867	-4.39154	2.35635	13.1338	2.89851	-13.2522	3.42888	-4.16167	2.74865
-13.5097	3.56049	-4.31385	2.4284	-13.3393	3.57168	-13.459	3.56827	-4.11333	2.82935
-13.7393	3.72011	-4.35285	2.53459	14.6601	2.84001	-13.6633	3.71169	-4.0627	2.91022
-13.9434	3.82681	-4.33285	2.48446	-13.8581	3.77748	-13.865	3.85915	-4.00974	2.99118
-14.1361	3.98206	-4.18718	2.54652	14.6808	2.82335	-14.064	4.01066	-3.95441	3.07214
-14.3234	4.14738	-4.13552	2.65174	-14.2501	4.19728	-14.2602	4.16622	-3.89669	3.15303
-14.5484	4.29859	-4.11721	2.68268	15.831	2.83853	-14.4535	4.32581	-3.83653	3.23373
-14.7274	4.51296	-4.04425	2.89982	-14.6748	4.63724	-14.6436	4.48943	-3.77392	3.31417
-14.9252	4.66123	-3.98833	2.89454	15.7254	2.83246	-14.8306	4.65706	-3.70883	3.39425
-15.0696	4.84321	-3.8734	3.0051	-14.8394	4.85714	-15.0143	4.82869	-3.64123	3.47388
-15.2488	4.97849	-3.79076	2.94882	15.8497	2.83691	-15.1945	5.00428	-3.5711	3.55294
-15.428	5.20169	-3.74792	3.1487	-15.4595	5.33623	-15.3712	5.1838	-3.49844	3.63135
-15.5856	5.37897	-3.52596	3.15223	16.5691	2.76901	-15.5441	5.36723	-3.42323	3.70901
-15.7861	5.50204	-3.58292	3.05652	-15.8636	5.46187	-15.7133	5.55452	-3.34546	3.78581
-15.9587	5.63396	-3.58548	3.00636	16.6083	2.82552	-15.8785	5.74562	-3.26513	3.86164
-16.0836	5.84933	-3.46082	3.18862	-15.899	5.91441	-16.0396	5.94048	-3.18223	3.9364
-16.2507	5.99676	-3.35414	3.12087	17.4613	2.79834	-16.1965	6.13906	-3.09679	4.00999
-16.3745	6.27558	-3.22965	3.44873	-16.3132	6.46809	-16.3491	6.34128	-3.00879	4.08229
-16.5187	6.39917	-3.11059	3.28487	17.3457	2.82304	-16.4972	6.54708	-2.91826	4.1532
-16.6706	6.61809	-3.08471	3.42594	-16.7212	6.72454	-16.6407	6.75639	-2.82522	4.22261
-16.8326	6.80897	-3.12553	3.48806	18.3587	2.73661	-16.7795	6.96912	-2.72968	4.29042
-17.0242	7.07889	-3.1603	3.72199	-17.312	7.32125	-16.9135	7.18521	-2.63167	4.3565
-17.1476	7.2733	-2.90526	3.67298	18.6667	2.7047	-17.0425	7.40456	-2.53122	4.42077
-17.2333	7.57715	-2.74614	3.99534	-17.1166	7.75043	-17.1665	7.62707	-2.42838	4.4831
-17.3728	7.75912	-2.77951	3.95947	18.8305	2.74733	-17.2852	7.85264	-2.32317	4.54339
-17.4937	7.92113	-2.75776	3.87413	-17.3617	7.8192	-17.3986	8.08118	-2.21565	4.60153
-17.6041	8.137	-2.58784	3.88857	19.4407	2.65832	-17.5066	8.31257	-2.10586	4.65742
-17.7389	8.38795	-2.57702	4.02903	-17.8436	8.51915	-17.6091	8.54669	-1.99386	4.71095
-17.8249	8.55603	-2.31415	3.86287	19.3186	2.70542	-17.7059	8.78343	-1.87971	4.76202
-17.8761	8.88002	-2.13569	4.21014	-17.7757	9.07777	-17.797	9.02267	-1.76348	4.81052
-17.9547	9.0983	-1.87599	4.13405	20.4024	2.63459	-17.8822	9.26426	-1.64522	4.85637
-17.9433	9.45572	-1.60587	4.54188	-17.7006	9.64203	-17.9614	9.50807	-1.52502	4.89946
-18.0077	9.69436	-1.48531	4.52937	20.5799	2.61606	-18.0346	9.75398	-1.40296	4.9397
-18.0899	9.93192	-1.49664	4.5541	-18.1418	9.9702	-18.1016	10.0018	-1.27911	4.97699
-18.184	10.1172	-1.47915	4.39806	21.0152	2.70509	-18.1624	10.2515	-1.15357	5.01125
-18.1761	10.4165	-1.27927	4.61976	-17.949	10.4783	-18.2169	10.5027	-1.02642	5.04239
-18.2616	10.6518	-1.42505	4.68563	21.1958	2.62966	-18.265	10.7555	-0.897764	5.07032
-18.3292	10.8424	-1.43665	4.58036	-18.2427	10.7283	-18.3066	11.0095	-0.767697	5.09498
-18.3832	11.0512	-1.22396	4.42165	21.6103	2.60671	-18.3417	11.2647	-0.636323	5.11627
-18.344	11.4714	-0.931167	4.93894	-18.2521	11.808	-18.3702	11.5209	-0.503751	5.13414
-18.3857	11.7104	-0.83476	4.86169	21.9725	2.57656	-18.392	11.778	-0.370091	5.14852
-18.4175	11.9662	-0.808468	4.89569	-18.3979	11.9824	-18.4072	12.0356	-0.235457	5.15934
-18.4524	12.206	-0.822569	4.90147	21.8684	2.56022	-18.4156	12.2937	-0.099968	5.16654
-18.4892	12.4868	-0.797333	4.98852	-18.5334	12.5747	-18.4171	12.552	0.0362564	5.17007
-18.5013	12.7361	-0.57925	4.88485	22.6062	2.50413	-18.4119	12.8105	0.173093	5.16989
-18.5019	13.0389	-0.492987	5.03398	-18.4912	13.149	-18.3998	13.0688	0.310414	5.16594
-18.5004	13.2347	-0.192849	4.70794	22.6912	2.55894	-18.3809	13.3269	0.448093	5.1582
-18.4249	13.5668	0.0319376	4.96647	-18.2622	13.6861	-18.355	13.5845	0.585998	5.14663
-18.4115	13.8306	0.149315	4.94197	23.3787	2.45833	-18.3223	13.8414	0.723997	5.1312
-18.3648	14.109	0.247643	5.02926	-18.2698	14.1282	-18.2826	14.0974	0.861956	5.11189
-18.3329	14.3481	0.48075	4.84784	23.6186	2.46177	-18.2361	14.3524	0.999739	5.08868
-18.2858	14.5767	0.523633	4.82407	-18.1737	14.4943	-18.1827	14.6061	1.13721	5.06157
-18.2306	14.8011	0.823299	4.58998	23.8202	2.43644	-18.1224	14.8584	1.27423	5.03055
-18.123	15.1021	1.00115	4.7791	-18.0078	15.1957	-18.0553	15.1091	1.41067	4.99562
-18.0613	15.3561	1.017	4.83373	23.6478	2.40367	-17.9814	15.3578	1.54638	4.95679
-17.9825	15.6097	1.0835	4.87125	-17.9036	15.5953	-17.9007	15.6046	1.68122	4.91408
-17.9131	15.8245	1.14403	4.77309	23.42	2.43618	-17.8133	15.8491	1.81507	4.8675
-17.8205	16.0721	1.22604	4.8064	-17.7118	16.0351	-17.7192	16.0912	1.94777	4.81708
-17.7899	16.3074	1.1061	4.82983	24.3287	2.44765	-17.6185	16.3307	2.0792	4.76286
-17.6178	16.599	1.38863	4.98539	-17.3057	16.5441	-17.5113	16.5674	2.20923	4.70486
-17.4938	16.7732	1.80567	4.50502	23.7953	2.38386	-17.3977	16.8011	2.33771	4.64314
-17.3759	17.03	1.88269	4.58548	-17.3409	17.0829	-17.2776	17.0316	2.46452	4.57774
-17.2476	17.2088	2.23279	4.17632	24.4801	2.35771	-17.1512	17.2588	2.58952	4.50871
-17.0768	17.507	2.40977	4.39607	-17.0467	17.6995	-17.0187	17.4824	2.71259	4.43613
-16.9298	17.6895	2.58283	4.18036	24.139	2.3363	-16.88	17.7023	2.83361	4.36005
-16.7957	17.9144	2.60192	4.21716	-16.8092	17.9605	-16.7354	17.9184	2.95245	4.28054
-16.6442	18.1057	2.71987	4.09297	24.3554	2.30367	-16.5848	18.1303	3.069	4.19769
-16.4831	18.262	2.75342	3.99653	-16.3146	18.044	-16.4285	18.3381	3.18313	4.11157
